timestamp,LEFT,RIGHT,STRAIGHT,STOP,SLOW,ASV,INTERSECTION,CLOSE
2024-03-28 23:13:25.551,0.061594460159540176,0.05347774177789688,0.8849278688430786,0.9977468848228455,0.0022530527785420418,0.8920606374740601,0.6808323860168457,0.7873866558074951
2024-03-28 23:13:25.619,0.1287851631641388,0.31038132309913635,0.5608335137367249,0.4790782332420349,0.5209217667579651,0.8572351336479187,0.8475748896598816,0.5106719732284546
2024-03-28 23:13:25.719,0.08542781323194504,0.3738952577114105,0.5406769514083862,0.9213875532150269,0.07861245423555374,0.8702276349067688,0.8488501310348511,0.5027700066566467
2024-03-28 23:13:25.815,0.08093035221099854,0.3493252098560333,0.5697444081306458,0.9116014242172241,0.08839865028858185,0.8787896633148193,0.8404276371002197,0.4851929843425751
2024-03-28 23:13:25.915,0.0878843367099762,0.3762342631816864,0.5358814597129822,0.9208589792251587,0.07914107292890549,0.8714759349822998,0.8500723838806152,0.503521740436554
2024-03-28 23:13:26.019,0.09599297493696213,0.4148397147655487,0.48916736245155334,0.929277777671814,0.07072222232818604,0.867641806602478,0.8590737581253052,0.5241998434066772
2024-03-28 23:13:26.116,0.1606614887714386,0.25436636805534363,0.5849721431732178,0.7522763013839722,0.2477237433195114,0.8036453723907471,0.8440590500831604,0.560384213924408
2024-03-28 23:13:26.217,0.15065611898899078,0.23971568048000336,0.6096282005310059,0.9497711062431335,0.050228919833898544,0.797418475151062,0.8324986696243286,0.6667409539222717
2024-03-28 23:13:26.318,0.13636113703250885,0.20764626562595367,0.6559925675392151,0.9719954133033752,0.028004605323076248,0.7846729159355164,0.8210195302963257,0.709641695022583
2024-03-28 23:13:26.422,0.17516593635082245,0.11667551100254059,0.708158552646637,0.9940788745880127,0.0059211645275354385,0.7716029286384583,0.8146824836730957,0.806466817855835
2024-03-28 23:13:26.520,0.1975351870059967,0.13467751443386078,0.6677873730659485,0.9959527254104614,0.004047262482345104,0.719244658946991,0.8170616626739502,0.8297028541564941
2024-03-28 23:13:26.617,0.19098728895187378,0.12871652841567993,0.6802961826324463,0.9967765212059021,0.0032235169783234596,0.7001599073410034,0.8141753077507019,0.8352519869804382
2024-03-28 23:13:26.724,0.2010006159543991,0.13434521853923798,0.6646541357040405,0.997230589389801,0.0027694099117070436,0.6774304509162903,0.8133767247200012,0.8442822098731995
2024-03-28 23:13:26.817,0.21500681340694427,0.1442718207836151,0.6407214403152466,0.9974874258041382,0.0025125748943537474,0.6625106930732727,0.8146300315856934,0.8512384295463562
2024-03-28 23:13:26.919,0.21346502006053925,0.14274658262729645,0.6437883973121643,0.9975160360336304,0.0024840356782078743,0.6602272391319275,0.8152612447738647,0.8520050048828125
2024-03-28 23:13:27.020,0.27259716391563416,0.143694669008255,0.5837081670761108,0.9989168643951416,0.001083181705325842,0.6579559445381165,0.8122308254241943,0.8667224645614624
2024-03-28 23:13:27.120,0.2562328577041626,0.14592117071151733,0.5978459715843201,0.9991604089736938,0.0008395886979997158,0.6893218159675598,0.8075135946273804,0.8601649403572083
2024-03-28 23:13:27.225,0.22101078927516937,0.18061308562755585,0.5983761548995972,0.9998119473457336,0.00018808037566486746,0.8423410058021545,0.7976160645484924,0.8317558765411377
2024-03-28 23:13:27.321,0.28431686758995056,0.1404038965702057,0.575279176235199,0.9998592138290405,0.000140716481837444,0.7606056332588196,0.7785997986793518,0.857591986656189
2024-03-28 23:13:27.421,0.3279835879802704,0.13055935502052307,0.5414570569992065,0.9998383522033691,0.00016158477228600532,0.716529130935669,0.7704482078552246,0.8691430687904358
2024-03-28 23:13:27.522,0.32569441199302673,0.14128193259239197,0.5330236554145813,0.9998354911804199,0.0001644226285861805,0.729934811592102,0.7736312747001648,0.864844560623169
2024-03-28 23:13:27.618,0.3259984254837036,0.13408130407333374,0.5399202704429626,0.9998421669006348,0.00015781652473378927,0.7249625325202942,0.7720971703529358,0.8669857382774353
2024-03-28 23:13:27.722,0.3233305513858795,0.14600355923175812,0.5306658744812012,0.9998416900634766,0.00015834016085136682,0.7398136854171753,0.7756942510604858,0.8621674180030823
2024-03-28 23:13:27.822,0.3257218301296234,0.14214663207530975,0.5321314930915833,0.9998378753662109,0.00016205970314331353,0.7290858626365662,0.7738122940063477,0.8651562929153442
2024-03-28 23:13:27.926,0.32285240292549133,0.13831771910190582,0.5388298630714417,0.9998389482498169,0.00016105180839076638,0.7290645241737366,0.7731421589851379,0.8655375242233276
2024-03-28 23:13:28.021,0.32488709688186646,0.14172330498695374,0.5333895683288574,0.9998389482498169,0.00016107637202367187,0.7325023412704468,0.7742695212364197,0.8643611669540405
2024-03-28 23:13:28.116,0.3268487751483917,0.1296541839838028,0.5434970259666443,0.9998441934585571,0.00015572956181131303,0.7202745079994202,0.7710546851158142,0.8686206340789795
2024-03-28 23:13:28.226,0.3291665017604828,0.123139388859272,0.5476940870285034,0.9998432397842407,0.00015678700583521277,0.710745096206665,0.7695159912109375,0.8713592886924744
2024-03-28 23:13:28.321,0.3239227533340454,0.14565396308898926,0.5304232835769653,0.99983811378479,0.0001618404348846525,0.7357078790664673,0.7753976583480835,0.8631490468978882
2024-03-28 23:13:28.419,0.32967206835746765,0.13611894845962524,0.5342089533805847,0.999834418296814,0.0001655190426390618,0.7212620377540588,0.7721512317657471,0.8672770261764526
2024-03-28 23:13:28.521,0.32733848690986633,0.12901359796524048,0.5436478853225708,0.9998383522033691,0.00016164903354365379,0.7161787748336792,0.7705512046813965,0.8693580627441406
2024-03-28 23:13:28.619,0.3306664526462555,0.12864740192890167,0.5406861305236816,0.9998360872268677,0.00016385888739023358,0.7135471105575562,0.7700032591819763,0.8698388934135437
2024-03-28 23:13:28.725,0.320972204208374,0.14711427688598633,0.5319135189056396,0.9998371601104736,0.00016284739831462502,0.7366467714309692,0.7757744193077087,0.8627424836158752
