timestamp,STOP,SLOW,FAST,STOP SIGN,TRAFFIC LIGHT,INTERSECTION,PEDESTRIAN,FOLLOWING,BIKE,PUDO
2024-03-28 18:58:49.442,0.2644360363483429,0.5014466047286987,0.446007639169693,0.6402581930160522,0.6620254516601562,0.6396452784538269,0.3934353291988373,0.2556006610393524,0.30578672885894775,0.4448425769805908
2024-03-28 18:58:49.477,0.26398029923439026,0.48902398347854614,0.5248247385025024,0.30939722061157227,0.5129140019416809,0.5671858787536621,0.33268052339553833,0.298252135515213,0.29045599699020386,0.36128392815589905
2024-03-28 18:58:49.577,0.23304060101509094,0.4895671010017395,0.5011451244354248,0.3378410339355469,0.51653653383255,0.5762129426002502,0.3341387212276459,0.27927669882774353,0.28410565853118896,0.3649098873138428
2024-03-28 18:58:49.680,0.29420408606529236,0.4801441431045532,0.4431678056716919,0.3785172998905182,0.5237633585929871,0.5664036273956299,0.3594551384449005,0.27731648087501526,0.2883428633213043,0.3991106450557709
2024-03-28 18:58:49.776,0.2690604031085968,0.48642075061798096,0.4626205265522003,0.36634090542793274,0.5186029672622681,0.571736216545105,0.35100793838500977,0.2807156443595886,0.2877930998802185,0.3903384506702423
2024-03-28 18:58:49.876,0.2926563620567322,0.47910115122795105,0.4466612935066223,0.37188518047332764,0.5231282711029053,0.5662689805030823,0.358069509267807,0.27674683928489685,0.2874271273612976,0.39380496740341187
2024-03-28 18:58:49.975,0.23252388834953308,0.4818416237831116,0.5283331871032715,0.29172560572624207,0.5026320815086365,0.5680940747261047,0.32542917132377625,0.28086957335472107,0.27870941162109375,0.3348776698112488
2024-03-28 18:58:50.075,0.24602481722831726,0.4761708080768585,0.537648618221283,0.2690310776233673,0.4936595559120178,0.5597248077392578,0.323429137468338,0.28415197134017944,0.27674737572669983,0.32661306858062744
2024-03-28 18:58:50.174,0.2530028223991394,0.4756404459476471,0.5339471101760864,0.2665152847766876,0.4941681921482086,0.5570528507232666,0.32346370816230774,0.287552148103714,0.27807632088661194,0.3275608420372009
2024-03-28 18:58:50.275,0.2836543619632721,0.4846644997596741,0.5229273438453674,0.2974792420864105,0.5210357904434204,0.5623817443847656,0.3345162570476532,0.29862862825393677,0.2974970042705536,0.35537704825401306
2024-03-28 18:58:50.377,0.28637057542800903,0.48551058769226074,0.5202779173851013,0.29993948340415955,0.5212486386299133,0.5619051456451416,0.33554935455322266,0.29916930198669434,0.29890111088752747,0.3579285144805908
2024-03-28 18:58:50.476,0.2853030860424042,0.4809711277484894,0.5280787944793701,0.29213809967041016,0.5239914655685425,0.5616248846054077,0.332078754901886,0.2955530881881714,0.29663795232772827,0.3488224446773529
2024-03-28 18:58:50.577,0.2860108017921448,0.48134127259254456,0.5263184309005737,0.293842613697052,0.5258895754814148,0.5617396235466003,0.3327406942844391,0.2956992983818054,0.29701679944992065,0.3499082624912262
2024-03-28 18:58:50.679,0.2856767475605011,0.4811771810054779,0.5275425314903259,0.29278409481048584,0.5242327451705933,0.5616135597229004,0.3322605788707733,0.29563286900520325,0.29689761996269226,0.34936055541038513
2024-03-28 18:58:50.774,0.2856128513813019,0.48112019896507263,0.5281040072441101,0.292807400226593,0.5238542556762695,0.5616456866264343,0.33205416798591614,0.2954929769039154,0.2969493865966797,0.34927070140838623
2024-03-28 18:58:50.874,0.28749412298202515,0.4830176532268524,0.5210344195365906,0.2976585030555725,0.529323160648346,0.5617052316665649,0.3350505828857422,0.2968491017818451,0.2982167899608612,0.3533180356025696
2024-03-28 18:58:50.978,0.2871326208114624,0.48335379362106323,0.5205578804016113,0.29862284660339355,0.5301568508148193,0.5619022846221924,0.3352475166320801,0.29690736532211304,0.29847684502601624,0.35355162620544434
2024-03-28 18:58:51.076,0.27705517411231995,0.4839077293872833,0.5170692801475525,0.29499417543411255,0.5369870662689209,0.5643855333328247,0.3350764513015747,0.29931962490081787,0.2947142422199249,0.34597864747047424
2024-03-28 18:58:51.177,0.2693140208721161,0.489416241645813,0.49945688247680664,0.2905275523662567,0.5377981662750244,0.5604015588760376,0.3414321541786194,0.3072730600833893,0.29153770208358765,0.3470219671726227
2024-03-28 18:58:51.276,0.2705928385257721,0.4862985908985138,0.5064283013343811,0.28586795926094055,0.5365503430366516,0.5616885423660278,0.33818763494491577,0.3049691617488861,0.28981494903564453,0.3414171636104584
2024-03-28 18:58:51.374,0.2698076069355011,0.48838111758232117,0.5000516772270203,0.28764596581459045,0.5369274616241455,0.5600034594535828,0.3409038484096527,0.3068855404853821,0.290424644947052,0.3450968265533447
2024-03-28 18:58:51.475,0.2704521417617798,0.48658451437950134,0.5052632093429565,0.28597491979599,0.5365508198738098,0.5613440871238708,0.3386433720588684,0.30531468987464905,0.2898233234882355,0.34190139174461365
2024-03-28 18:58:51.575,0.2714531719684601,0.4837909936904907,0.5144535899162292,0.28270262479782104,0.5354057550430298,0.5631873607635498,0.33513984084129333,0.3027600646018982,0.2891392111778259,0.3366881310939789
2024-03-28 18:58:51.676,0.27012574672698975,0.4877282977104187,0.5016772747039795,0.2870955765247345,0.536824643611908,0.5603312253952026,0.340205579996109,0.3062976598739624,0.2902284562587738,0.34408169984817505
2024-03-28 18:58:51.776,0.2699090540409088,0.4880629777908325,0.5009077191352844,0.2873791456222534,0.5368789434432983,0.5601730346679688,0.34054046869277954,0.30659162998199463,0.29033195972442627,0.3445783257484436
2024-03-28 18:58:51.874,0.26968273520469666,0.4882453680038452,0.5006248950958252,0.28746268153190613,0.5368821024894714,0.5601856708526611,0.3406459391117096,0.306792289018631,0.29035693407058716,0.3447083830833435
2024-03-28 18:58:51.975,0.26978492736816406,0.4881700575351715,0.5009138584136963,0.2875538766384125,0.5369179844856262,0.5602825284004211,0.3405420482158661,0.30667442083358765,0.2903781533241272,0.3446584939956665
2024-03-28 18:58:52.076,0.26929962635040283,0.48897022008895874,0.49859264492988586,0.28797969222068787,0.5369189381599426,0.5596940517425537,0.34147849678993225,0.3074885904788971,0.2905392646789551,0.345890074968338
2024-03-28 18:58:52.178,0.2714163661003113,0.4840494394302368,0.5140282511711121,0.2833365797996521,0.5355490446090698,0.5632807016372681,0.335313081741333,0.3028973937034607,0.2892710566520691,0.337236613035202
2024-03-28 18:58:52.279,0.2694154381752014,0.48864102363586426,0.49915075302124023,0.28756213188171387,0.5368358492851257,0.5596431493759155,0.3412369191646576,0.30721762776374817,0.29042497277259827,0.34542110562324524
2024-03-28 18:58:52.376,0.2703622579574585,0.4864443242549896,0.5056365728378296,0.285767525434494,0.5365338325500488,0.5613071322441101,0.3385082483291626,0.30516505241394043,0.2897970378398895,0.3416403830051422
2024-03-28 18:58:52.475,0.2695992887020111,0.48818427324295044,0.5007622838020325,0.28728002309799194,0.5368456840515137,0.5601630210876465,0.34058478474617004,0.3067571222782135,0.2903117835521698,0.3445339500904083
2024-03-28 18:58:52.580,0.2701142728328705,0.4873656630516052,0.5030760169029236,0.2868023216724396,0.5368103981018066,0.5607492327690125,0.3396342098712921,0.3059355616569519,0.2901346683502197,0.34327787160873413
2024-03-28 18:58:52.677,0.27027732133865356,0.4868839979171753,0.5047329664230347,0.2864682078361511,0.5367011427879333,0.5612570643424988,0.3389144837856293,0.3054971992969513,0.29001012444496155,0.34241920709609985
